Kategori,Isi
HRD,Data Karyawan: Ahmad Hidayat (NIK: 2339891028304368) Gaji Rp 42jt.
IT Security,Peringatan: Akses server via IP 89.142.228.246 dengan API Key T3PZUXPZX6UAMAH3WAFO terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 7853421070530426) Gaji Rp 16jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 92,000,000 ke Bank Mandiri rek 9168604092 a/n Ahmad Hidayat."
HRD,Data Karyawan: Rizky Pratama (NIK: 2178256815647650) Gaji Rp 18jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 180.71.69.253 dengan API Key NK3KHDG57M1L64J8IB3Z terdeteksi.
Keuangan,"Transfer Rp 22,000,000 ke Bank BRI rek 1278630094 a/n Ahmad Hidayat."
HRD,Data Karyawan: Rizky Pratama (NIK: 5626137617091904) Gaji Rp 9jt.
HRD,Data Karyawan: Siti Aminah (NIK: 6263323070365006) Gaji Rp 45jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 0721012671644046) Gaji Rp 37jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1831156982893805) Gaji Rp 42jt.
Keuangan,"Transfer Rp 31,000,000 ke Bank BNI rek 8870915864 a/n Budi Santoso."
HRD,Data Karyawan: Siti Aminah (NIK: 5840798091069993) Gaji Rp 6jt.
Keuangan,"Transfer Rp 70,000,000 ke Bank BNI rek 5914224078 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 160.34.244.120 dengan API Key FRCEXBZ38MGGBRHE9ASV terdeteksi.
Keuangan,"Transfer Rp 31,000,000 ke Bank BNI rek 5815436239 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 92.199.11.109 dengan API Key NYGMD3APR0DYB4EO699S terdeteksi.
Keuangan,"Transfer Rp 52,000,000 ke Bank BNI rek 5567346119 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 95,000,000 ke Bank BRI rek 7309074814 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 5,000,000 ke Bank BNI rek 5262776979 a/n Rizky Pratama."
Keuangan,"Transfer Rp 35,000,000 ke Bank BCA rek 7412020338 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 16.152.150.232 dengan API Key 4MOFBBWYBRD4EUFUV3H6 terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 7240668909719564) Gaji Rp 6jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 8457574006373125) Gaji Rp 38jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3390016511339670) Gaji Rp 30jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 240.26.77.62 dengan API Key HM8NA4SYRARUP81HW9W7 terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 3297602764703181) Gaji Rp 45jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3980281281239774) Gaji Rp 14jt.
Keuangan,"Transfer Rp 14,000,000 ke Bank BRI rek 7855127630 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 179.232.110.199 dengan API Key 2477KD0IS3H5JGI7V11P terdeteksi.
IT Security,Peringatan: Akses server via IP 84.243.231.211 dengan API Key A91M3XBI4FNEEH0261XJ terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 8,000,000 ke Bank BCA rek 1511614307 a/n Ahmad Hidayat."
HRD,Data Karyawan: Siti Aminah (NIK: 0702196739688006) Gaji Rp 38jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 89.39.32.99 dengan API Key O2GPQJR28PZF6I1OY78Z terdeteksi.
Keuangan,"Transfer Rp 75,000,000 ke Bank BNI rek 3869688498 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 221.7.188.21 dengan API Key UO6GI6JRG25SK6UXB570 terdeteksi.
Keuangan,"Transfer Rp 29,000,000 ke Bank BNI rek 0225326283 a/n Dewi Lestari."
HRD,Data Karyawan: Rizky Pratama (NIK: 4021059252490366) Gaji Rp 46jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3833052282872310) Gaji Rp 36jt.
Keuangan,"Transfer Rp 40,000,000 ke Bank BRI rek 3982086471 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 109.18.132.210 dengan API Key GLMCH7JSCKN2XZJ01LG3 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 9878462378738253) Gaji Rp 20jt.
Keuangan,"Transfer Rp 71,000,000 ke Bank BCA rek 6070444091 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 89,000,000 ke Bank Mandiri rek 4717009724 a/n Ahmad Hidayat."
HRD,Data Karyawan: Siti Aminah (NIK: 7782237556056124) Gaji Rp 21jt.
Keuangan,"Transfer Rp 41,000,000 ke Bank BCA rek 7105942031 a/n Siti Aminah."
HRD,Data Karyawan: Rizky Pratama (NIK: 7918808141202842) Gaji Rp 15jt.
Keuangan,"Transfer Rp 53,000,000 ke Bank BCA rek 6874965468 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Dewi Lestari (NIK: 3636370351706299) Gaji Rp 50jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 1017704123482020) Gaji Rp 5jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 166.58.100.1 dengan API Key 0G9WJ2DF7RL2ZSCMMCBV terdeteksi.
Keuangan,"Transfer Rp 96,000,000 ke Bank BRI rek 4407422406 a/n Rizky Pratama."
Keuangan,"Transfer Rp 10,000,000 ke Bank BCA rek 2154763347 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 96,000,000 ke Bank BCA rek 6044115609 a/n Ahmad Hidayat."
HRD,Data Karyawan: Budi Santoso (NIK: 2410267418803250) Gaji Rp 22jt.
HRD,Data Karyawan: Siti Aminah (NIK: 8710367046229357) Gaji Rp 20jt.
Keuangan,"Transfer Rp 54,000,000 ke Bank BRI rek 3389842897 a/n Ahmad Hidayat."
HRD,Data Karyawan: Rizky Pratama (NIK: 4360279222430456) Gaji Rp 20jt.
IT Security,Peringatan: Akses server via IP 182.164.19.62 dengan API Key LE5C5SEI81EWQHX81MFJ terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 17,000,000 ke Bank BRI rek 1607786758 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 38.207.228.207 dengan API Key DCESLGAOHMSM9UBPZT2W terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 15.175.205.75 dengan API Key F2DOE1VMX6SVDB6H6JK7 terdeteksi.
IT Security,Peringatan: Akses server via IP 248.209.67.39 dengan API Key Z9IPBST9MJJ4283ZTLBV terdeteksi.
IT Security,Peringatan: Akses server via IP 56.39.108.231 dengan API Key B8MTLAHWU6FN09QF64CA terdeteksi.
IT Security,Peringatan: Akses server via IP 245.141.131.7 dengan API Key BMMOEWL60X0YWYUU5PTY terdeteksi.
IT Security,Peringatan: Akses server via IP 116.33.7.66 dengan API Key RKGFC5NR70SAWJWNBA57 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 40.103.43.22 dengan API Key 41W44EBUMS880E3ZGTES terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 1527888102616449) Gaji Rp 27jt.
HRD,Data Karyawan: Siti Aminah (NIK: 8192011979825734) Gaji Rp 20jt.
Keuangan,"Transfer Rp 87,000,000 ke Bank BNI rek 6619665179 a/n Rizky Pratama."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1232908736461888) Gaji Rp 44jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 0050162360816612) Gaji Rp 36jt.
HRD,Data Karyawan: Siti Aminah (NIK: 4340361320345972) Gaji Rp 39jt.
IT Security,Peringatan: Akses server via IP 112.28.199.206 dengan API Key BRCYS55BSRSHO70FB043 terdeteksi.
IT Security,Peringatan: Akses server via IP 113.182.29.223 dengan API Key XE0JF19RWIB46Z2U27BS terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 3269229163167554) Gaji Rp 49jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 4185008035608463) Gaji Rp 23jt.
IT Security,Peringatan: Akses server via IP 62.102.141.144 dengan API Key 0CLYJMQUTOGC2L36EAK2 terdeteksi.
Keuangan,"Transfer Rp 53,000,000 ke Bank BRI rek 0539139443 a/n Dewi Lestari."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 0447919254141466) Gaji Rp 26jt.
Keuangan,"Transfer Rp 84,000,000 ke Bank BRI rek 2267904516 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 196.207.178.7 dengan API Key B7QBN2159TQLQ212UYQL terdeteksi.
IT Security,Peringatan: Akses server via IP 11.199.58.92 dengan API Key 49BTUFU5VERZ4FP567RD terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 7132389519041515) Gaji Rp 24jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Dewi Lestari (NIK: 9505088678651226) Gaji Rp 37jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Dewi Lestari (NIK: 3786440153828368) Gaji Rp 27jt.
IT Security,Peringatan: Akses server via IP 56.119.93.201 dengan API Key E8GN0YKRHB6Y4UAB5FLU terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 255.253.110.217 dengan API Key 5IW5R2DJWLSBSEL3H2TW terdeteksi.
IT Security,Peringatan: Akses server via IP 30.112.56.57 dengan API Key Q29G5PZ0MI0WBHJ1R95W terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 21,000,000 ke Bank Mandiri rek 8764801880 a/n Siti Aminah."
HRD,Data Karyawan: Rizky Pratama (NIK: 9621621727725379) Gaji Rp 21jt.
IT Security,Peringatan: Akses server via IP 253.65.50.154 dengan API Key IG50T1664YSV35737QD7 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 94,000,000 ke Bank BNI rek 9058853640 a/n Budi Santoso."
Keuangan,"Transfer Rp 12,000,000 ke Bank BCA rek 0004487797 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 67.1.70.232 dengan API Key 9XGQIMZDJJ1KQQ7OK4BH terdeteksi.
IT Security,Peringatan: Akses server via IP 90.39.102.244 dengan API Key KJ7BBTGXURHL12WFKJSB terdeteksi.
Keuangan,"Transfer Rp 87,000,000 ke Bank BCA rek 9165844949 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 179.136.151.126 dengan API Key RFYKX24R5SWGNI4KK38L terdeteksi.
IT Security,Peringatan: Akses server via IP 168.220.97.66 dengan API Key M97RZZUVG4EO4LUAD152 terdeteksi.
Keuangan,"Transfer Rp 52,000,000 ke Bank BNI rek 6634099546 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 85.188.59.234 dengan API Key 0M4BI3QKZE8CR06MMRN0 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 9312317198139168) Gaji Rp 35jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 17.55.82.87 dengan API Key 6GH8RBMWJKVCLJ43QRR8 terdeteksi.
IT Security,Peringatan: Akses server via IP 76.8.225.163 dengan API Key O53WVEE0N234DDC640SL terdeteksi.
IT Security,Peringatan: Akses server via IP 219.205.95.63 dengan API Key 5T5OT06N9ZNCRTMLGOFP terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 5395978128438911) Gaji Rp 17jt.
Keuangan,"Transfer Rp 83,000,000 ke Bank Mandiri rek 4430024776 a/n Rizky Pratama."
HRD,Data Karyawan: Siti Aminah (NIK: 6983057632138643) Gaji Rp 26jt.
Keuangan,"Transfer Rp 33,000,000 ke Bank BRI rek 9951971653 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 64,000,000 ke Bank Mandiri rek 4415867876 a/n Dewi Lestari."
HRD,Data Karyawan: Siti Aminah (NIK: 3857725627225745) Gaji Rp 14jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 9517210760546547) Gaji Rp 14jt.
Keuangan,"Transfer Rp 56,000,000 ke Bank BNI rek 5063421987 a/n Ahmad Hidayat."
HRD,Data Karyawan: Siti Aminah (NIK: 6423553626171869) Gaji Rp 20jt.
Keuangan,"Transfer Rp 81,000,000 ke Bank BRI rek 6886207348 a/n Budi Santoso."
Keuangan,"Transfer Rp 45,000,000 ke Bank BCA rek 8668463973 a/n Dewi Lestari."
HRD,Data Karyawan: Dewi Lestari (NIK: 3197500405868993) Gaji Rp 36jt.
Keuangan,"Transfer Rp 51,000,000 ke Bank BRI rek 8022817485 a/n Rizky Pratama."
HRD,Data Karyawan: Siti Aminah (NIK: 9989944322294957) Gaji Rp 34jt.
Keuangan,"Transfer Rp 57,000,000 ke Bank BRI rek 8664462501 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 72,000,000 ke Bank BRI rek 2391841351 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 238.125.122.66 dengan API Key T83SA3PP7Y67SIH9SRA6 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 1698626257135821) Gaji Rp 36jt.
IT Security,Peringatan: Akses server via IP 93.108.27.131 dengan API Key 40HUXOGS55XDPX4WHOA3 terdeteksi.
IT Security,Peringatan: Akses server via IP 229.213.123.207 dengan API Key I3Q6IC8D6LCCAFUVKW8C terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 0344856108516913) Gaji Rp 22jt.
IT Security,Peringatan: Akses server via IP 106.48.228.27 dengan API Key ECYE6D5QY8YJP7RONPEG terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 67,000,000 ke Bank BRI rek 4047313196 a/n Dewi Lestari."
HRD,Data Karyawan: Budi Santoso (NIK: 2283408228481897) Gaji Rp 39jt.
HRD,Data Karyawan: Budi Santoso (NIK: 8349653946885025) Gaji Rp 31jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 4120428478076389) Gaji Rp 7jt.
IT Security,Peringatan: Akses server via IP 6.198.86.142 dengan API Key 6WQS8W93KLC9QWQY36UH terdeteksi.
IT Security,Peringatan: Akses server via IP 21.27.28.55 dengan API Key S0MPQ02I5NRYXRIQJAUG terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 88,000,000 ke Bank Mandiri rek 2998895751 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 93.215.47.31 dengan API Key 7C2GCD5H1G7MYCHR0T3K terdeteksi.
Keuangan,"Transfer Rp 88,000,000 ke Bank Mandiri rek 9613249452 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 6,000,000 ke Bank Mandiri rek 0457286499 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 31.167.121.23 dengan API Key MUFMISKE5HZRQOGX9MA6 terdeteksi.
IT Security,Peringatan: Akses server via IP 194.176.240.253 dengan API Key 8TQENHX0222A8EK4FORW terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 6473077801235277) Gaji Rp 25jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 136.106.96.134 dengan API Key QMQO1R00PXNHVL8QSSVW terdeteksi.
IT Security,Peringatan: Akses server via IP 183.43.92.152 dengan API Key JT4G9RLR0I68TYCS7TB2 terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 8382152913114177) Gaji Rp 32jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Budi Santoso (NIK: 3375347570454772) Gaji Rp 19jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 205.29.96.156 dengan API Key IKDSCCQX7DQH9SFE2SB9 terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 2615347366084581) Gaji Rp 7jt.
Keuangan,"Transfer Rp 64,000,000 ke Bank BCA rek 9545780596 a/n Ahmad Hidayat."
HRD,Data Karyawan: Budi Santoso (NIK: 3433203202567604) Gaji Rp 6jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 33.36.165.82 dengan API Key 3LSELGLVT1B2743BI35L terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 2341576086176882) Gaji Rp 19jt.
IT Security,Peringatan: Akses server via IP 63.170.217.96 dengan API Key 3CQSQAD1IZVLZKD4Y1NG terdeteksi.
Keuangan,"Transfer Rp 80,000,000 ke Bank Mandiri rek 8643328045 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 135.60.114.106 dengan API Key RU6567JIPCNTG8L8RYUR terdeteksi.
IT Security,Peringatan: Akses server via IP 211.100.9.215 dengan API Key 9XC45JJJLVII6MFW994V terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 7,000,000 ke Bank BCA rek 0462238401 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 28,000,000 ke Bank BCA rek 4106535781 a/n Ahmad Hidayat."
HRD,Data Karyawan: Siti Aminah (NIK: 9038210008906698) Gaji Rp 14jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3131282379609747) Gaji Rp 22jt.
Keuangan,"Transfer Rp 12,000,000 ke Bank Mandiri rek 8167032704 a/n Siti Aminah."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1947560678652072) Gaji Rp 45jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 2466497860112322) Gaji Rp 49jt.
IT Security,Peringatan: Akses server via IP 230.147.191.112 dengan API Key PTRUD8QY5V3L8KLY0JBO terdeteksi.
IT Security,Peringatan: Akses server via IP 8.166.26.223 dengan API Key 5RVSSV873NQUUN0CFTR8 terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 7321695960218857) Gaji Rp 29jt.
IT Security,Peringatan: Akses server via IP 66.75.123.193 dengan API Key TSQIGQUBEY1E6KXVWACF terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 21,000,000 ke Bank BRI rek 6314250395 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 155.76.126.51 dengan API Key UYJYRSZERBJVC2S7GU4K terdeteksi.
Keuangan,"Transfer Rp 22,000,000 ke Bank Mandiri rek 8767806613 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 158.11.81.46 dengan API Key S4XSGRWKEPX2AII5LUHK terdeteksi.
IT Security,Peringatan: Akses server via IP 162.48.98.216 dengan API Key 7O9LHXE5QWHJTW8D8DJA terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 1785136089823421) Gaji Rp 25jt.
HRD,Data Karyawan: Siti Aminah (NIK: 3856704839691493) Gaji Rp 31jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 9449326590171528) Gaji Rp 24jt.
IT Security,Peringatan: Akses server via IP 78.125.248.84 dengan API Key LGLB9VP4NAWE4WVTBLPM terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 0954280968017334) Gaji Rp 34jt.
IT Security,Peringatan: Akses server via IP 61.203.220.13 dengan API Key J88S95AQ3MJ7HHKKT60G terdeteksi.
Keuangan,"Transfer Rp 73,000,000 ke Bank BRI rek 4108920552 a/n Budi Santoso."
HRD,Data Karyawan: Budi Santoso (NIK: 2933104042135616) Gaji Rp 42jt.
IT Security,Peringatan: Akses server via IP 212.223.87.72 dengan API Key LOSNG2SLNFTDNVXATNV3 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 9948118843191281) Gaji Rp 48jt.
IT Security,Peringatan: Akses server via IP 146.206.74.240 dengan API Key 7DZTZWO804RAL6O4ZQVZ terdeteksi.
IT Security,Peringatan: Akses server via IP 203.90.104.174 dengan API Key MPVLAVZVU0V7EUBRLVW0 terdeteksi.
IT Security,Peringatan: Akses server via IP 181.214.146.119 dengan API Key TN41NX7HP2K7I90T5H6C terdeteksi.
IT Security,Peringatan: Akses server via IP 114.204.126.19 dengan API Key W2ZEZ31DQ033LGJN6SU8 terdeteksi.
IT Security,Peringatan: Akses server via IP 231.79.173.190 dengan API Key FWCMFYJYVMJIRV0M31B0 terdeteksi.
Keuangan,"Transfer Rp 66,000,000 ke Bank BRI rek 2681285925 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 9475802884524356) Gaji Rp 37jt.
IT Security,Peringatan: Akses server via IP 235.39.220.187 dengan API Key DCXFU4766CZ4I5G3O5C2 terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 1028049548825083) Gaji Rp 34jt.
Keuangan,"Transfer Rp 53,000,000 ke Bank BCA rek 2778750313 a/n Siti Aminah."
Keuangan,"Transfer Rp 91,000,000 ke Bank BNI rek 4655823469 a/n Budi Santoso."
HRD,Data Karyawan: Dewi Lestari (NIK: 8705588101037989) Gaji Rp 38jt.
Keuangan,"Transfer Rp 62,000,000 ke Bank Mandiri rek 4143962236 a/n Dewi Lestari."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 8745864352463420) Gaji Rp 50jt.
Keuangan,"Transfer Rp 22,000,000 ke Bank BCA rek 0042468524 a/n Budi Santoso."
Keuangan,"Transfer Rp 79,000,000 ke Bank BCA rek 5918519660 a/n Siti Aminah."
Keuangan,"Transfer Rp 62,000,000 ke Bank BCA rek 2593973241 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 54,000,000 ke Bank BCA rek 1040000528 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 42.121.66.63 dengan API Key QKB00PCSKMGLGRT5E7BO terdeteksi.
IT Security,Peringatan: Akses server via IP 254.84.54.31 dengan API Key EIX7L8KMLWP4LBIE63BZ terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 6965682897832998) Gaji Rp 10jt.
IT Security,Peringatan: Akses server via IP 197.213.182.176 dengan API Key DMQ1TYDVG1S73JJKDVFP terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 0464125922332157) Gaji Rp 8jt.
IT Security,Peringatan: Akses server via IP 212.140.227.148 dengan API Key IRRKYSH56ZPOL9AMRYQX terdeteksi.
